"X","GSIName","OrigName","SrcName","Type","Depth_m","Dpth.Rck_m","DTRConfid","DrillDate","Easting","Northing","Loc_Acc","Townland","Town","County","SixInShtNo","SourceUse","YldClass","ProdClass","Yield_m3d","Abstr_m3d","Ovrflw_m3d","AbstrDDm","SC_m3dm","cas1dia_mm","Wtrstrk1_m","Wtrstrk2_m","Wtrstrk3_m","Wtrstrk4_m","Wtrloss1_m","GenComms","DrillComms","CasingComs","WellType"
428,"1723SEW054",NA,NA,"Borehole",NA,NA,NA,"1998-09-24",198980,239980,"to 20m","TADUFF EAST",NA,"Roscommon","51","Domestic use only","Poor",NA,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WELL GRANT INFO
water analysis available",NA,NA,"A"
429,"1723SEW057","ILC 1477",NA,"Borehole",78.3,NA,NA,NA,194850,235340,"to 20m","THOMASTOWN DEMESNE",NA,"Roscommon","54","Agri & domestic use","Poor",NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bailed 21.8m3/d for 2 hrs. WL dropped to 61.3m.recovered to 56.1m after0.5hr. bailed from 56.1m@ 16.4m3/d - emptied bore",NA,NA,"A"
430,"1723SEW058","ILC 1515",NA,"Borehole",32.3,NA,"DTB Unknown",NA,194850,235290,"to 20m","THOMASTOWN DEMESNE",NA,"Roscommon","54","Agri & domestic use","Poor","III",21.3,NA,NA,0.9,24.18,NA,NA,NA,NA,NA,NA,"Naghten Estate",NA,NA,"A"
431,"1723SEW059","ILC 1602",NA,"Borehole",40.2,NA,NA,NA,198780,238330,"to 20m","KILMOCOLMOCK",NA,"Roscommon","52","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
432,"1723SEW060","ILC 1775",NA,"Borehole",28.3,NA,NA,"1975-11-13",199410,235410,"to 20m","JOHNSTOWN DEMESNE",NA,"Roscommon","55","Agri & domestic use","Moderate","IV",70.6,NA,NA,11.6,6.08,127,NA,NA,NA,NA,NA,"Henry Estate",NA,"72 hr test","A"
433,"1723SEW061","ILC 1776",NA,"Borehole",39.6,20.1,"Bedrock Met","1975-12-16",199700,234760,"to 20m","JOHNSTOWN DEMESNE",NA,"Roscommon","55","Agri & domestic use","Poor","V",26.3,NA,NA,NA,1.88,127,NA,NA,NA,NA,NA,"Johnstown Estate",NA,"72 hr test","A"
434,"1723SEW062","ILC 1482",NA,"Borehole",18.3,NA,"DTB Unknown",NA,198560,239950,"to 20m","MIHANBOY",NA,"Roscommon","52","Agri & domestic use","Poor","III",40.4,NA,NA,NA,67.2,NA,NA,NA,NA,NA,NA,NA,NA,"Another pump test carried out with sp. cap of 25.33 and prod. of IV.  See abstraction.","A"
435,"1723SEW073","IGSL TP4",NA,"Dug well",2.3,2.2,"Bedrock Presumed","2000-11-30",193510,239230,"to 20m","CORRAREE AND BALLYGATTA",NA,"Roscommon","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,"Data source - GIBB Jennings O' Donovan","Rapid ingress of water @1.8m","A"
436,"1723SEW074","IGSL BH4",NA,"Borehole",3.2,NA,"Bedrock Not Met","2000-12-01",193810,231410,"to 20m","TONVEY",NA,"Roscommon","54","Other",NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,"Data source - GIBB Jennings O' Donovan",NA,"A"
437,"1723SEW075","IGSL BH5",NA,"Borehole",2.7,NA,"Bedrock Not Met","2000-11-29",195820,235270,"to 20m","THOMASTOWN DEMESNE",NA,"Roscommon","54","Other",NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,"Data source - GIBB Jennings O' Donovan",NA,"A"
438,"1723SEW076","IGSL BH2",NA,"Borehole",4.2,NA,NA,"2000-11-28",196530,238400,"to 20m","ARDKEENAN",NA,"Roscommon","51",NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,"Data source - GIBB Jennings O' Donovan",NA,"A"
439,"1723SEW077","IGSL BH3",NA,"Borehole",1.2,1.1,"Bedrock Presumed","2000-11-29",199680,238060,"to 20m","MOYNURE",NA,"Roscommon","52",NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,"Data source - GIBB Jennings O' Donovan",NA,"A"
440,"1723SEW078","IGSL BH5A",NA,"Borehole",1.9,1.9,"Bedrock Presumed","2000-11-30",195810,235270,"to 20m","THOMASTOWN DEMESNE",NA,"Roscommon","54","Other",NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,"A"
441,"1723SEW079","IGSL TP5",NA,"Dug well",2,1.9,"Bedrock Presumed","2000-11-30",192490,238160,"to 20m","CARROWDUFF AND GARBALLY",NA,"Roscommon","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,"Data source - GIBB Jennings O' Donovan","Rapid seepage @ 1.8m","A"
442,"1723SEW080",NA,"?Presbytery","Dug well",9.2,NA,NA,NA,193860,231900,"to 20m","TONVEY",NA,"Roscommon","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goes dry -  was dry from end July to November 1976","A"
443,"1723SEW081",NA,"Irene Quinn, Killeglan Sedimentary report","Borehole",NA,5,"Bedrock Met",NA,190030,238970,"to 20m","DUNDONNELL",NA,"Roscommon","51","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Location from Irene Quinn, Killeglan Sedimentary report",NA,"A"
444,"1723SEW082",NA,"School","Borehole",49.7,6,"Bedrock Presumed",NA,193300,230640,"to 20m","ROOTY",NA,"Roscommon","54","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DtB inferred from casing depth",NA,NA,"A"
445,"1723SEW083",NA,NA,"Dug well",3.8,NA,NA,NA,193780,232320,"to 20m","LOUGHLACKAGH",NA,"Roscommon","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"goes dry","A"
446,"1723SEW084","Toberslugger",NA,"Spring",NA,NA,NA,NA,194340,232650,"to 20m","TOBERIHEEN",NA,"Roscommon","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Named on OS 6"" sheet",NA,"A"
447,"1723SEW085","Toberikeen",NA,"Spring",NA,NA,NA,NA,194390,232770,"to 20m","TOBERIHEEN",NA,"Roscommon","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Named on OS 6"" sheet",NA,"A"
448,"1725NEW001",NA,NA,"Borehole",54.9,9.1,"Bedrock Met","1964-12-15",185680,269000,"to 20m","MULLYMUCKS",NA,"Roscommon","35","Agri & domestic use","Poor",NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 306","site from well survey",NA,"A"
449,"1725NEW005",NA,NA,"Borehole",30.8,12.2,"Bedrock Met","1959-09-15",189540,268020,"to 20m","DERRANE",NA,"Roscommon","36","Domestic use only","Poor",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 38","site from well survey",NA,"A"
450,"1725NEW006",NA,NA,"Borehole",24.4,9.8,"Bedrock Met","1961-05-02",190290,268090,"to 20m","DERRANE",NA,"Roscommon","36","Agri & domestic use","Poor",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W/ROS 306
Drilled by P Briody","site from well survey",NA,"A"
451,"1725NEW015",NA,NA,"Borehole",27.4,5.8,"Bedrock Met","1964-06-23",185530,261800,"to 20m","STONEPARK",NA,"Roscommon","39","Agri & domestic use","Poor",NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 113","site from well survey",NA,"A"
452,"1725NEW016",NA,NA,"Borehole",22.9,11,"Bedrock Met","1961-07-25",186440,263400,"to 20m","LISNAMULT",NA,"Roscommon","39","Agri & domestic use","Poor",NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9m layer of sst at 21.9m; o/b boulder clay.","site from well survey",NA,"A"
453,"1725NEW017",NA,NA,"Borehole",20.1,5.8,"Bedrock Met","1966-05-15",185930,262580,"to 20m","STONEPARK",NA,"Roscommon","39","Agri & domestic use","Poor",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 458","site from well survey",NA,"A"
454,"1725NEW023",NA,NA,"Borehole",21.9,4.3,"Bedrock Met","1967-06-15",189710,264510,"to 20m","CREEVYQUIN",NA,"Roscommon","40","Agri & domestic use","Poor",NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 591","site from well survey",NA,"A"
455,"1725NEW027",NA,NA,"Borehole",21.3,5.5,"Bedrock Met",NA,190910,266680,"to 20m","CARTRON (COOTE)",NA,"Roscommon","40","Agri & domestic use","Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 996","site from well survey",NA,"A"
456,"1725NEW031",NA,NA,"Borehole",20.7,3.7,"Bedrock Met","1967-12-15",192060,268250,"to 20m","LISGOBBAN",NA,"Roscommon","36","Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,"WTB/ROS 550","site from well survey",NA,"A"
457,"1725NEW032",NA,NA,"Borehole",22.6,15.2,"Bedrock Met",NA,190750,269080,"to 20m","CLOONARRAGH",NA,"Roscommon","36","Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site from well survey",NA,"A"
458,"1725NEW033",NA,NA,"Dug well",4,4,"Bedrock Presumed",NA,190990,269670,"to 20m","DRUMDAFF",NA,"Roscommon","36","Agri & domestic use","Poor",NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 695","site from well survey",NA,"A"
459,"1725NEW034",NA,NA,"Borehole",21.9,14.6,"Bedrock Presumed","1968-07-15",192880,269640,"to 20m","KILROOSKY",NA,"Roscommon","36","Agri & domestic use","Moderate",NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 838","site from well survey",NA,"A"
460,"1725NEW036",NA,NA,"Dug well",6.7,6.1,"Bedrock Met","1967-05-15",195750,269210,"to 20m","CLOONCASHEL MORE",NA,"Roscommon","36","Agri & domestic use","Poor",NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 517","site from well survey",NA,"A"
461,"1725NEW037",NA,NA,"Borehole",17.1,3.7,"Bedrock Met",NA,195740,268920,"to 20m","CLOONCASHEL MORE",NA,"Roscommon","36","Agri & domestic use","Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 871","site from well survey",NA,"A"
462,"1725NEW040",NA,NA,"Dug well",6.1,6.1,"Bedrock Presumed","1968-07-15",198250,269300,"to 20m","CLOONADDRA",NA,"Roscommon","36","Agri & domestic use","Poor",NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 974","site from well survey",NA,"A"
463,"1725NEW042",NA,NA,"Borehole",23.8,2.1,"Bedrock Met","1964-05-01",195810,267850,"to 20m","COOLSHAGHTENA",NA,"Roscommon","40","Agri & domestic use","Poor",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 161","site from well survey","Date 1/2/1966","A"
464,"1725NEW070",NA,NA,"Borehole",17.4,8.2,"Bedrock Met","1964-06-24",188930,268760,"to 20m","DERRANE",NA,"Roscommon","35","Agri & domestic use","Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 238","site from well survey",NA,"A"
465,"1725NEW074","TW 7","ROSCOMMON CO CO","Borehole",55,10.5,"Bedrock Met","1994-09-15",187390,262170,"to 20m","BALLINAGARD",NA,"Roscommon","39","Other","Excellent",NA,1000,NA,NA,NA,NA,150,44.5,47,54,NA,NA,"Drilled by O'Donohoe Bros, Gorey
Limestone/Dolomite",NA,"Estimated Yield","A"
466,"1725NEW079",NA,NA,"Dug well",4.3,NA,"Bedrock Not Met","1962-06-10",197060,268550,"to 20m","ANRITTABEG",NA,"Roscommon","36","Agri & domestic use","Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 137","site from well survey",NA,"A"
467,"1725NEW092",NA,NA,"Borehole",20.3,8.5,"Bedrock Met",NA,189620,264570,"to 20m","CREEVYQUIN",NA,"Roscommon","40","Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site from well survey",NA,"A"
468,"1725NEW094",NA,NA,"Dug well",4.3,NA,"Bedrock Not Met","1961-08-31",194470,266160,"to 20m","DERRYCARBRY",NA,"Roscommon","40","Agri & domestic use","Poor",NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site from well survey",NA,"A"
469,"1725NEW095",NA,NA,"Borehole",19.5,11.6,"Bedrock Not Met","1968-08-15",194400,265840,"to 20m","DERRINTURK",NA,"Roscommon","40","Agri & domestic use","Poor",NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 753","site from well survey",NA,"A"
470,"1725NEW101",NA,NA,"Borehole",36.6,9.1,"Bedrock Met","1967-09-15",186830,269430,"to 20m","COOLTEIGE",NA,"Roscommon","35","Agri & domestic use","Poor",NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 745",NA,NA,"A"
471,"1725NEW102",NA,NA,"Borehole",52.7,3.1,"Bedrock Met","1968-06-15",187080,269960,"to 20m","COOLTEIGE",NA,"Roscommon","35","Agri & domestic use","Poor",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 779","site from well survey",NA,"A"
472,"1725NEW103",NA,NA,"Borehole",94.5,6.1,"Bedrock Met",NA,188560,269420,"to 20m","COOLTEIGE",NA,"Roscommon","35","Agri & domestic use","Poor",NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 495","site from well survey",NA,"A"
473,"1725NEW104",NA,NA,"Dug well",4.6,2.7,"Bedrock Met","1969-09-15",195170,269890,"to 20m","CLOONCASHEL BEG",NA,"Roscommon","36","Agri & domestic use","Poor",NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 964","site from well survey",NA,"A"
474,"1725NEW107",NA,NA,"Borehole",45.1,5.2,"Bedrock Met","1969-09-15",189950,269950,"to 20m","COOLTEIGE",NA,"Roscommon","36","Agri & domestic use","Poor",NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 1156","site from well survey",NA,"A"
475,"1725NEW108",NA,"ROSCOMMON CO CO","Spring",NA,NA,NA,NA,187430,261870,"to 20m","BALLINAGARD",NA,"Roscommon","39","Public supply (Co Co)","High Spring",NA,3182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ballinagard springs.chlorine & fluorine treatment",NA,"Malcolm Doak records flow ranging from 10,000 - 80,000m3/d, averaging 16,000m3/d","A"
476,"1725NEW109","Ballyleague PW 1","ROSCOMMON CO CO","Borehole",35,9,"Bedrock Met","1989-12-15",199130,269580,"to 20m","BALLYCLARE",NA,"Roscommon","37","Public supply (Co Co)","Excellent","I",2290,376,NA,NA,112.5,300,9.5,26,NA,NA,NA,"Drilled by Dunnes Water Services, Dundalk; BALLYLEAGUE SPRINGS. CHLORINE TREATMENT",NA,NA,"A"
477,"1725NEW110",NA,NA,"Unknown",NA,NA,NA,"1998-11-16",194040,269960,"to 20m","CLOONAGEERAGH",NA,"Roscommon","36","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chemistry data available","A"
478,"1725NEW112","PR17","ROSCOMMON CO CO","Spring",NA,NA,NA,NA,190220,269420,"to 20m","COOLTEIGE",NA,"Roscommon","36","Public supply (Co Co)","Low Spring",NA,181.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUPPLIES 23HOUSES,8 INDUSTRIES,15 OTHERS.CHLORINATING",NA,NA,"A"
479,"1725NEW113","PR34","ROSCOMMON CO CO","Spring",NA,NA,NA,NA,189520,268820,"to 20m","COOLTEIGE",NA,"Roscommon","36","Public supply (Co Co)","Low Spring",NA,181.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHLORINATING. DERRANE/COOLTEIGE SCHEME",NA,NA,"A"
480,"1725NEW114","PR47","ROSCOMMON CO CO","Borehole",NA,NA,NA,NA,186060,268820,"to 20m","MULLYMUCKS",NA,"Roscommon","35","Public supply (Co Co)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHLORINATING. SUPPLIES 22 HOUSES, 17 FARMS",NA,NA,"A"
481,"1725NEW117","TW 3","ROSCOMMON CO CO","Borehole",61,6,"Bedrock Met","1994-06-15",187420,262180,"to 20m","BALLINAGARD",NA,"Roscommon","39","Other","Excellent","I",1767,NA,NA,NA,138.5,200,18.5,20,28,46,NA,"Drilled by O'Donohoe Bros, Gorey","Near Ballinagard Spring","Plus 3 higher water strikes; 72hr pump test 11.07.94. Rosc Co Co Central RWSS Report (Jennings O Donovan)","A"
482,"1725NEW133","TW 8","Roscommon Co Co","Borehole",25,5.5,"Bedrock Met","1994-09-15",188780,261840,"to 20m","BALLYMARTIN MORE",NA,"Roscommon","39","Other","Poor",NA,12,NA,NA,NA,NA,200,17,20,23,NA,NA,"Drilled by O'Donohoe Bros, Gorey
Black Limestone",NA,"Estimated Yield","A"
483,"1725NWW001",NA,NA,"Borehole",38.4,3.1,"Bedrock Met","1964-06-30",183480,268810,"to 20m","TONLEGEE",NA,"Roscommon","35","Agri & domestic use","Poor",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 293","site from well survey",NA,"A"
484,"1725NWW021",NA,NA,"Borehole",25.6,21.3,"Bedrock Met","1969-09-09",175140,264050,"to 20m","KILBEGNET",NA,"Roscommon","38","Agri & domestic use","Poor",NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 742","site from well survey",NA,"A"
485,"1725NWW027",NA,NA,"Borehole",13.7,9.1,"Bedrock Met","1962-06-15",176750,265640,"to 20m","EMLAGHROYIN",NA,"Roscommon","38","Agri & domestic use","Poor",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W/ROS 313","site from well survey",NA,"A"
486,"1725NWW043",NA,NA,"Borehole",15.5,7,"Bedrock Met","1968-04-15",179490,265400,"to 20m","ARDMORE",NA,"Roscommon","39","Agri & domestic use","Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 749","site from well survey",NA,"A"
487,"1725NWW046",NA,NA,"Borehole",19.2,5.5,"Bedrock Met","1959-12-15",180380,267790,"to 20m","EMLAGH MORE",NA,"Roscommon","39","Agri & domestic use","Poor",NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site from well survey",NA,"A"
488,"1725NWW053",NA,NA,"Borehole",23.5,16.8,"Bedrock Met",NA,175140,262680,"to 20m","GARRAUN NORTH",NA,"Roscommon","38","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site from well survey",NA,"A"
489,"1725NWW059","PR38","ROSCOMMON CO CO","Spring",NA,NA,NA,NA,179220,266560,"to 20m","CARRIGANS PARK",NA,"Roscommon","38","Group Scheme","Intermediate Spring",NA,1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DONAMON SCHEME 18 HOUSES. 40 HOUSES & INDUSTRIAL 5 FARMS",NA,NA,"A"
490,"1725NWW060","PR61A","ROSCOMMON CO CO","Spring",NA,NA,NA,NA,177460,269380,"to 20m","ORAN",NA,"Roscommon","34","Public supply (Co Co)","Low Spring",NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARROWEIGHTER SCHEME. 3 HOUSES, 3 FARMS",NA,NA,"A"
491,"1725NWW061","PR19A","ROSCOMMON CO CO","Borehole",61,NA,NA,NA,182940,260760,"to 20m","CASTLESTRANGE",NA,"Roscommon","41","Public supply (Co Co)",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CASTLESTRANGE SCHEME",NA,NA,"A"
492,"1725NWW062","PR39","ROSCOMMON CO CO","Borehole",NA,NA,NA,NA,180210,267730,"to 20m","CLOONEENBAUN",NA,"Roscommon","39","Public supply (Co Co)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMLAGHMORE SCHEME",NA,NA,"A"
493,"1725NWW063","ROCKFIELD SPRING","ROSCOMMON CO CO","Spring",NA,NA,NA,NA,181790,267520,"to 20m","CLOONEENBAUN",NA,"Roscommon","39","Public supply (Co Co)","Intermediate Spring",NA,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCKFIELD. CHLORINE & FLUORINE TREATMENT",NA,"Sump 2.2m deep - no outflow. Many springs in area.","A"
494,"1725NWW064",NA,NA,"Unknown",NA,NA,NA,NA,183280,263110,"to 20m","LISSACARROW",NA,"Roscommon","39","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chemistry data available","A"
495,"1725NWW065",NA,NA,"Unknown",NA,NA,NA,"1998-02-06",177690,266420,"to 20m","BALLYMACFARRANE",NA,"Roscommon","38","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
496,"1725NWW066",NA,NA,"Borehole",61,NA,NA,"1998-05-19",176540,265500,"to 20m","EMLAGHYROYIN",NA,"Roscommon","38","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chemistry data available","A"
497,"1725NWW067",NA,NA,"Unknown",NA,NA,NA,"1998-07-06",176240,269310,"to 20m","KILLINRAGHTY LITTLE",NA,"Roscommon","34","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water analysis available",NA,NA,"A"
498,"1725NWW068",NA,NA,"Borehole",NA,NA,NA,"1999-03-31",177380,269580,"to 20m","CARROWEIGHTER",NA,"Roscommon","34","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water analysis available",NA,NA,"A"
499,"1725NWW069",NA,NA,"Unknown",NA,NA,NA,"1998-09-21",176540,269280,"to 20m","KILLINRAGHTY LITTLE",NA,"Roscommon","34","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WELL GRANT INFO
water analysis available",NA,NA,"A"
500,"1725NWW070",NA,NA,"Unknown",NA,NA,NA,"1997-11-17",181390,261490,"to 20m","BALLINLIG",NA,"Roscommon","41","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WELL GRANT INFO",NA,NA,"A"
501,"1725NWW071",NA,NA,"Borehole",85.3,3.1,"Bedrock Met","1998-03-04",177080,268040,"to 20m","CLOONYCOLGAN",NA,"Roscommon","34","Domestic use only","Poor",NA,10.9,NA,NA,NA,NA,150,79.2,82.3,NA,NA,NA,NA,NA,NA,"A"
502,"1725NWW074","ILC1540","Land Commission","Borehole",60.4,NA,NA,NA,183920,264140,"to 20m","BRACKLOON",NA,"Roscommon","39","Agri & domestic use","Poor",NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lst (o/c clay&stones)","Date Nov-1967","A"
503,"1725NWW076","ILC 1554A",NA,"Borehole",17.5,NA,NA,NA,182590,269940,"to 20m","CLOONEENBAUN",NA,"Roscommon","35","Agri & domestic use","Poor",NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
504,"1725NWW085",NA,NA,"Borehole",54.9,12.2,"Bedrock Met","1967-06-15",180750,269720,"to 20m","BALLYGLASS UPPER",NA,"Roscommon","35","Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/ROS 284","site from well survey",NA,"A"
505,"1725NWW085","Rockfield TW 4","Roscommon Co Co","Borehole",75,5.8,"Bedrock Met","1994-06-15",181900,267760,"to 20m","CLOONEEN",NA,"Roscommon","39","Other","Poor",NA,4,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,"Drilled by O'Donohoe Bros, Gorey",NA,"Yield estimated <5 m3/d; no notable inflow","A"
506,"1725SEW008",NA,NA,"Borehole",19.2,1.2,"Bedrock Met","1960-08-15",185280,251740,"to 20m","CARROWNTEMPLE",NA,"Roscommon","44","Agri & domestic use","Moderate",NA,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Site from well survey",NA,"A"
507,"1725SEW015",NA,NA,"Borehole",29.3,NA,"DTB Unknown",NA,190460,252820,"to 20m","CARROWKEEL",NA,"Roscommon","45","Other","Moderate",NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Site from well survey",NA,"A"
508,"1725SEW029","ILC 1861",NA,"Borehole",93.9,11.6,"Bedrock Met","1981-09-11",188420,256370,"to 20m","SKRINE",NA,"Roscommon","41","Agri & domestic use","Poor","V",24,NA,NA,21.3,1.12,152,66.8,84.1,NA,NA,NA,"stride.also land comm.old no.1861a.pump tst,bact,chem anal.",NA,"72 hr test","A"
509,"1725SEW031","Church Well",NA,"Dug well",NA,NA,NA,NA,186110,251880,"to 20m","CARROWNTEMPLE",NA,"Roscommon","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Named on OS 6"" sheet",NA,"A"
510,"1725SEW038",NA,NA,"Borehole",29,NA,"DTB Unknown",NA,197780,252030,"to 20m","KILLIAGHAN AND GORT",NA,"Roscommon","45","Other","Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glanduff School","Site from well survey",NA,"A"
511,"1725SEW040","ILC 615","LECARROW SCHOOL","Borehole",39.6,NA,"DTB Unknown",NA,197010,254770,"to 20m","KNOCKANYCONOR",NA,"Roscommon","45",NA,"Poor",NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water dirty, could not be cleaned, well abandoned","Site from well survey",NA,"A"
512,"1725SEW048","PR52","ROSCOMMON CO CO- Rahara Rd","Spring",NA,NA,NA,NA,190510,251570,"to 20m","RAHARA",NA,"Roscommon","45","Public supply (Co Co)","Low Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CO CO INFO 04/2000",NA,"Estimate low yield","A"
513,"1725SEW049","Tober Reeoge","ROSCOMMON CO CO","Spring",NA,NA,NA,NA,193430,259730,"to 20m","TOBERREEOGE",NA,"Roscommon","42","Public supply (Co Co)","Intermediate Spring",NA,909,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CO CO INFO 04/2000. TOBER REEOGE SPRINGS",NA,NA,"A"
514,"1725SEW050",NA,NA,"Borehole",24.4,NA,NA,"1998-06-08",199390,251430,"to 20m","CARROWPHADEEN",NA,"Roscommon","46","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WELL GRANT INFO
Water analysis available",NA,NA,"A"
515,"1725SEW051",NA,NA,"Unknown",NA,NA,NA,"1998-04-20",199450,251400,"to 20m","CARROWPHADEEN",NA,"Roscommon","46","Domestic use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WELL GRANT INFO
water analysis available",NA,NA,"A"
